instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
4589313,17927,BAYERCROP,BAYER CROPSCIENCE,0,,0,0.05,1,EQ,NSE,NSE
4590849,17933,BEARDSELL,BEARDSELL,0,,0,0.01,1,EQ,NSE,NSE
4592385,17939,HINDCOPPER,HINDUSTAN COPPER,0,,0,0.01,1,EQ,NSE,NSE
4593921,17945,SUVENPHAR,SUVEN PHARMACEUTICALS,0,,0,0.05,1,EQ,NSE,NSE
4596993,17957,MMTC,MMTC,0,,0,0.01,1,EQ,NSE,NSE
4598529,17963,NESTLEIND,NESTLE INDIA,0,,0,0.05,1,EQ,NSE,NSE
4600577,17971,SBICARD,SBI CARDS & PAY SER,0,,0,0.05,1,EQ,NSE,NSE
4604673,17987,TRF,TRF,0,,0,0.05,1,EQ,NSE,NSE
4607745,17999,UNITEDTEA,UNITED NILGIRI TEA,0,,0,0.05,1,EQ,NSE,NSE
4610817,18011,WHIRLPOOL,WHIRLPOOL OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
4611073,18012,VLEGOV,VL E GOV AND IT SOL,0,,0,0.01,1,EQ,NSE,NSE
4614657,18026,SBFC,SBFC FINANCE,0,,0,0.01,1,EQ,NSE,NSE
4615425,18029,MBLINFRA,MBL INFRASTRUCTURE,0,,0,0.01,1,EQ,NSE,NSE
4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,0,,0,0.05,1,EQ,NSE,NSE
4620545,18049,MINDTECK,MINDTECK (INDIA),0,,0,0.05,1,EQ,NSE,NSE
4623361,18060,CONCORDBIO,CONCORD BIOTECH,0,,0,0.05,1,EQ,NSE,NSE
4630017,18086,DBL,DILIP BUILDCON,0,,0,0.05,1,EQ,NSE,NSE
4632577,18096,JUBLFOOD,JUBILANT FOODWORKS,0,,0,0.05,1,EQ,NSE,NSE
4636161,18110,VASCONEQ,VASCON ENGINEERS,0,,0,0.01,1,EQ,NSE,NSE
4638209,18118,THANGAMAYL,THANGAMAYIL JEWELLERY,0,,0,0.05,1,EQ,NSE,NSE
4638465,18119,SRGHFL,SRG HOUSING FINANCE L,0,,0,0.05,1,EQ,NSE,NSE
4639745,18124,DBREALTY,VALOR ESTATE,0,,0,0.01,1,EQ,NSE,NSE
4641537,18131,YASHO,YASHO INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4644353,18142,EMMBI,EMMBI INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
4644609,18143,JIOFIN,JIO FIN SERVICES,0,,0,0.05,1,EQ,NSE,NSE
4646657,18151,TVSSCS,TVS SUPPLY CHAIN SOL L,0,,0,0.01,1,EQ,NSE,NSE
4647425,18154,HATHWAY,HATHWAY CABLE & DATACOM,0,,0,0.01,1,EQ,NSE,NSE
4662785,18214,TEXMOPIPES,TEXMO PIPE & PRODUCTS,0,,0,0.01,1,EQ,NSE,NSE
4664321,18220,KECL,KIRLOSKAR ELECTRIC CO,0,,0,0.01,1,EQ,NSE,NSE
4665857,18226,MANINFRA,MAN INFRA,0,,0,0.01,1,EQ,NSE,NSE
4672001,18250,PYRAMID,PYRAMID TECHNOPLAST,0,,0,0.01,1,EQ,NSE,NSE
4672513,18252,SPAL,S. P. APPARELS,0,,0,0.05,1,EQ,NSE,NSE
4676609,18268,AEROFLEX,AEROFLEX INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
4679425,18279,HDFCLIQUID,HDFCAMC - HDFCLIQUID,0,,0,0.01,1,EQ,NSE,NSE
4690177,18321,LGBBROSLTD,LG BALAKRISHNAN & BROS,0,,0,0.05,1,EQ,NSE,NSE
4695297,18341,VPRPL,VISHNU PRAKASH R PUNGLI L,0,,0,0.05,1,EQ,NSE,NSE
4696833,18347,NIFMID150,UTIAMC - NIFMID150,0,,0,0.01,1,EQ,NSE,NSE
4699905,18359,SANDUMA,SANDUR MANG & IRON ORES L,0,,0,0.05,1,EQ,NSE,NSE
4701441,18365,PERSISTENT,PERSISTENT SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
4708097,18391,RBLBANK,RBL BANK,0,,0,0.01,1,EQ,NSE,NSE
4714753,18417,RISHABH,RISHABH INSTRUMENTS,0,,0,0.05,1,EQ,NSE,NSE
4716289,18423,RATNAVEER,RATNAVEER PRECISION ENG L,0,,0,0.01,1,EQ,NSE,NSE
4718337,18431,BIGBLOC,BIGBLOC CONSTRUCTION,0,,0,0.01,1,EQ,NSE,NSE
4724993,18457,POWERINDIA,HITACHI ENERGY INDIA,0,,0,0.05,1,EQ,NSE,NSE
4730625,18479,ISFT,INTRASOFT TECH.,0,,0,0.01,1,EQ,NSE,NSE
4741121,18520,CUPID,CUPID,0,,0,0.01,1,EQ,NSE,NSE
4749569,18553,JLHL,JUPITER LIFE LINE HOSP L,0,,0,0.05,1,EQ,NSE,NSE
4751873,18562,MITTAL,MITTAL LIFE STYLE,0,,0,0.01,1,EQ,NSE,NSE
4752385,18564,LTTS,L&T TECHNOLOGY SER.,0,,0,0.05,1,EQ,NSE,NSE
4752897,18566,RRKABEL,R R KABEL,0,,0,0.05,1,EQ,NSE,NSE
4754177,18571,GNA,GNA AXLES,0,,0,0.05,1,EQ,NSE,NSE
4756737,18581,KIRLOSBROS,KIRLOSKAR BROTHERS,0,,0,0.05,1,EQ,NSE,NSE
4759809,18593,EMSLIMITED,EMS,0,,0,0.05,1,EQ,NSE,NSE
4763649,18608,ZAGGLE,ZAGGLE PREPA OCEAN SER L,0,,0,0.05,1,EQ,NSE,NSE
4765185,18614,SAMHI,SAMHI HOTELS,0,,0,0.01,1,EQ,NSE,NSE
4772865,18644,DIAMINESQ,DIAMINES & CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
4774913,18652,ICICIPRULI,ICICI PRU LIFE INS CO,0,,0,0.05,1,EQ,NSE,NSE
4776705,18659,MARATHON,MARATHON NXTGEN REALT,0,,0,0.05,1,EQ,NSE,NSE
4781825,18679,HPL,HPL ELECTRIC & POWER,0,,0,0.05,1,EQ,NSE,NSE
4792577,18721,NUVAMA,NUVAMA WEALTH MANAGE,0,,0,0.05,1,EQ,NSE,NSE
4798209,18743,SIGNATURE,SIGNATUREGLOBAL INDIA,0,,0,0.05,1,EQ,NSE,NSE
4801281,18755,KALAMANDIR,SAI SILKS (KALAMANDIR) L,0,,0,0.01,1,EQ,NSE,NSE
4802561,18760,YATRA,YATRA ONLINE,0,,0,0.01,1,EQ,NSE,NSE
4818433,18822,ENDURANCE,ENDURANCE TECHNO.,0,,0,0.05,1,EQ,NSE,NSE
4823041,18840,NIRAJISPAT,NIRAJ ISPAT IND,0,,0,0.01,1,EQ,NSE,NSE
4828929,18863,VERTOZ,VERTOZ,0,,0,0.01,1,EQ,NSE,NSE
4829697,18866,MAZDA,MAZDA,0,,0,0.05,1,EQ,NSE,NSE
4834049,18883,SJVN,SJVN,0,,0,0.01,1,EQ,NSE,NSE
4835585,18889,KSL,KALYANI STEELS,0,,0,0.05,1,EQ,NSE,NSE
4840449,18908,PNBHOUSING,PNB HOUSING FIN,0,,0,0.05,1,EQ,NSE,NSE
4843777,18921,VBL,VARUN BEVERAGES,0,,0,0.05,1,EQ,NSE,NSE
4846337,18931,SUNDARAM,SUNDARAM MULTI PAP,0,,0,0.01,1,EQ,NSE,NSE
4849665,18944,KINGFA,KINGFA SCI & TEC IND,0,,0,0.05,1,EQ,NSE,NSE
4854273,18962,RAJRATAN,RAJRATAN GLOBAL WIRE,0,,0,0.05,1,EQ,NSE,NSE
4855553,18967,KAPSTON,KAPSTON SERVICES,0,,0,0.05,1,EQ,NSE,NSE
4858113,18977,UNIVASTU,UNIVASTU INDIA,0,,0,0.05,1,EQ,NSE,NSE
4867841,19015,MVGJL,MANOJ VAIBHAV GEM N JEW L,0,,0,0.05,1,EQ,NSE,NSE
4869121,19020,JSWINFRA,JSW INFRASTRUCTURE,0,,0,0.05,1,EQ,NSE,NSE
4870401,19025,KIRLOSIND,KIRLOSKAR INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4873217,19036,PODDARMENT,PODDAR PIGMENTS,0,,0,0.05,1,EQ,NSE,NSE
4879617,19061,MANAPPURAM,MANAPPURAM FINANCE,0,,0,0.01,1,EQ,NSE,NSE
4882689,19073,AARVI,AARVI ENCON,0,,0,0.01,1,EQ,NSE,NSE
4888833,19097,SILLYMONKS,SILLY MONKS ENTERTAIN,0,,0,0.01,1,EQ,NSE,NSE
4892929,19113,UDS,UPDATER SERVICES,0,,0,0.05,1,EQ,NSE,NSE
4896257,19126,KIOCL,KIOCL,0,,0,0.05,1,EQ,NSE,NSE
4900353,19142,UMESLTD,USHA MARTIN EDU & SOL,0,,0,0.01,1,EQ,NSE,NSE
4911105,19184,SFL,SHEELA FOAM,0,,0,0.05,1,EQ,NSE,NSE
4914177,19196,TI,TILAKNAGAR INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4916481,19205,HEADSUP,HEADS UP VENTURES,0,,0,0.01,1,EQ,NSE,NSE
4918017,19211,HMVL,HINDUSTAN MEDIA VENT,0,,0,0.01,1,EQ,NSE,NSE
4919809,19218,VALIANTLAB,VALIANT LABORATORIES,0,,0,0.01,1,EQ,NSE,NSE
4921089,19223,TCIEXP,TCI EXPRESS,0,,0,0.05,1,EQ,NSE,NSE
4923649,19233,AARTISURF,AARTI SURFACTANTS,0,,0,0.05,1,EQ,NSE,NSE
4923905,19234,LAURUSLABS,LAURUS LABS,0,,0,0.05,1,EQ,NSE,NSE
4924161,19235,IMFA,INDIAN METALS & FERRO,0,,0,0.05,1,EQ,NSE,NSE
4931841,19265,BLISSGVS,BLISS GVS PHARMA,0,,0,0.01,1,EQ,NSE,NSE
4935425,19279,THEJO,THEJO ENGINEERING,0,,0,0.05,1,EQ,NSE,NSE
4940545,19299,ITDC,INDIA TOUR. DEV. CO.,0,,0,0.05,1,EQ,NSE,NSE
4946433,19322,HISARMETAL,HISAR METAL IND.,0,,0,0.01,1,EQ,NSE,NSE
4959233,19372,SPCENET,SPACENET ENTERS IND,0,,0,0.01,1,EQ,NSE,NSE
4966657,19401,BOROLTD,BOROSIL,0,,0,0.05,1,EQ,NSE,NSE
4968961,19410,ROSSARI,ROSSARI BIOTECH,0,,0,0.05,1,EQ,NSE,NSE
4976129,19438,AHLEAST,ASIAN HOTELS (EAST),0,,0,0.01,1,EQ,NSE,NSE
4981249,19458,PLAZACABLE,PLAZA WIRES,0,,0,0.01,1,EQ,NSE,NSE
4990977,19496,SECMARK,SECMARK CONSULTANCY,0,,0,0.01,1,EQ,NSE,NSE
4992257,19501,TCLCONS,TANTIA CONSTRUCTIONS,0,,0,0.01,1,EQ,NSE,NSE
4999937,19531,BAJAJCON,BAJAJ CONSUMER CARE,0,,0,0.01,1,EQ,NSE,NSE
5006337,19556,BHANDARI,BHANDARI HOSIERY EXP,0,,0,0.01,1,EQ,NSE,NSE
5011969,19578,UGARSUGAR,THE UGAR SUGAR WORKS,0,,0,0.01,1,EQ,NSE,NSE
5013761,19585,BSE,BSE,0,,0,0.05,1,EQ,NSE,NSE
5016833,19597,IRMENERGY,IRM ENERGY,0,,0,0.05,1,EQ,NSE,NSE
5017345,19599,PRAKASHSTL,PRAKASH STEELAGE,0,,0,0.01,1,EQ,NSE,NSE
5025537,19631,PRICOLLTD,PRICOL,0,,0,0.05,1,EQ,NSE,NSE
5029377,19646,MAXESTATES,MAX ESTATES,0,,0,0.05,1,EQ,NSE,NSE
5039617,19686,BLUEJET,BLUE JET HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE
5040897,19691,JITFINFRA,JITF INFRALOGISTICS,0,,0,0.05,1,EQ,NSE,NSE
5044481,19705,LIQUIDSBI,SBIAMC - LIQUIDSBI,0,,0,0.01,1,EQ,NSE,NSE
5051137,19731,GPPL,GUJARAT PIPAVAV PORT,0,,0,0.01,1,EQ,NSE,NSE
5058817,19761,ADFFOODS,ADF FOODS,0,,0,0.05,1,EQ,NSE,NSE
5064449,19783,MUFIN,MUFIN GREEN FINANCE,0,,0,0.01,1,EQ,NSE,NSE
5067521,19795,CELLO,CELLO WORLD,0,,0,0.05,1,EQ,NSE,NSE
5068801,19800,WELINV,WELSPUN INV & COMM,0,,0,0.05,1,EQ,NSE,NSE
5072129,19813,HONASA,HONASA CONSUMER,0,,0,0.05,1,EQ,NSE,NSE
5085953,19867,AMNPLST,AMINES & PLASTICIZERS,0,,0,0.05,1,EQ,NSE,NSE
5088513,19877,RADIOCITY,MUSIC BROADCAST,0,,0,0.01,1,EQ,NSE,NSE
5088769,19878,ESAFSFB,ESAF SMALL FINANCE BANK L,0,,0,0.01,1,EQ,NSE,NSE
5097729,19913,DMART,AVENUE SUPERMARTS,0,,0,0.05,1,EQ,NSE,NSE
5102337,19931,ORISSAMINE,ORISSA MIN DEV CO,0,,0,0.05,1,EQ,NSE,NSE
5102849,19933,EGOLD,EDELAMC - EGOLD,0,,0,0.05,1,EQ,NSE,NSE
5103873,19937,KILITCH,KILITCH DRUGS INDIA,0,,0,0.05,1,EQ,NSE,NSE
5105409,19943,DEEPAKNTR,DEEPAK NITRITE,0,,0,0.05,1,EQ,NSE,NSE
5136129,20063,SASTASUNDR,SASTASUNDAR VENTURES,0,,0,0.05,1,EQ,NSE,NSE
5138177,20071,INTENTECH,INTENSE TECHNOLOGIES,0,,0,0.01,1,EQ,NSE,NSE
5142017,20086,CAREERP,CAREER POINT,0,,0,0.05,1,EQ,NSE,NSE
5143553,20092,TASTYBITE,TASTY BITE EATABLES,0,,0,0.05,1,EQ,NSE,NSE
5148161,20110,GREENPOWER,ORIENT GREEN POWER CO,0,,0,0.01,1,EQ,NSE,NSE
5154305,20134,RAMKY,RAMKY INFRA,0,,0,0.05,1,EQ,NSE,NSE
5158913,20152,ASKAUTOLTD,ASK AUTOMOTIVE,0,,0,0.05,1,EQ,NSE,NSE
5160705,20159,ARIHANTSUP,ARIHANT SUPERSTRUCT,0,,0,0.05,1,EQ,NSE,NSE
5160961,20160,CANTABIL,CANTABIL RETAIL,0,,0,0.05,1,EQ,NSE,NSE
5165569,20178,AKSHARCHEM,AKSHARCHEM INDIA,0,,0,0.05,1,EQ,NSE,NSE
5166593,20182,ASHOKA,ASHOKA BUILDCON,0,,0,0.05,1,EQ,NSE,NSE
5168129,20188,WABAG,VA TECH WABAG,0,,0,0.05,1,EQ,NSE,NSE
5170177,20196,BEDMUTHA,BEDMUTHA INDUST,0,,0,0.01,1,EQ,NSE,NSE
5177089,20223,CLEDUCATE,CL EDUCATE,0,,0,0.01,1,EQ,NSE,NSE
5177345,20224,JWL,JUPITER WAGONS,0,,0,0.05,1,EQ,NSE,NSE
5181953,20242,OBEROIRLTY,OBEROI REALTY,0,,0,0.05,1,EQ,NSE,NSE
5185793,20257,ESILVER,EDELAMC - ESILVER,0,,0,0.01,1,EQ,NSE,NSE
5186817,20261,IREDA,INDIAN RENEWABLE ENERGY,0,,0,0.01,1,EQ,NSE,NSE
5195009,20293,TATATECH,TATA TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
5195777,20296,SHAH,SHAH METACORP,0,,0,0.01,1,EQ,NSE,NSE
5197313,20302,PRESTIGE,PRESTIGE ESTATE,0,,0,0.05,1,EQ,NSE,NSE
5197569,20303,GANDHAR,GANDHAR OIL REFINE IND L,0,,0,0.01,1,EQ,NSE,NSE
5200385,20314,NRAIL,N R AGARWAL INDS,0,,0,0.05,1,EQ,NSE,NSE
5202177,20321,SHANKARA,SHANKARA BLDG PRODUCT,0,,0,0.05,1,EQ,NSE,NSE
5202433,20322,FEDFINA,FEDBANK FINANCIAL SER L,0,,0,0.01,1,EQ,NSE,NSE
5202689,20323,RESPONIND,RESPONSIVE INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
5204225,20329,CGCL,CAPRI GLOBAL CAPITAL,0,,0,0.01,1,EQ,NSE,NSE
5215233,20372,FLAIR,FLAIR WRITING INDUST,0,,0,0.05,1,EQ,NSE,NSE
5215745,20374,COALINDIA,COAL INDIA,0,,0,0.05,1,EQ,NSE,NSE
5225729,20413,IOLCP,IOL CHEM AND PHARMA,0,,0,0.05,1,EQ,NSE,NSE
5228801,20425,NACLIND,NACL INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
5235969,20453,APCL,ANJANI PORTLAND CEM,0,,0,0.01,1,EQ,NSE,NSE
5255937,20531,BAJEL,BAJEL PROJECTS,0,,0,0.05,1,EQ,NSE,NSE
5256705,20534,GRAVITA,GRAVITA INDIA,0,,0,0.05,1,EQ,NSE,NSE
5260033,20547,BBNPPGOLD,BARODABNP - BBNPPGOLD,0,,0,0.05,1,EQ,NSE,NSE
5261057,20551,DOMS,DOMS INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
5262337,20556,INDIASHLTR,INDIA SHELTER FIN CORP L,0,,0,0.05,1,EQ,NSE,NSE
5263361,20560,DOLLAR,DOLLAR INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
5275393,20607,INOXINDIA,INOX INDIA,0,,0,0.05,1,EQ,NSE,NSE
5277697,20616,SUPERHOUSE,SUPERHOUSE,0,,0,0.01,1,EQ,NSE,NSE
5278977,20621,PENIND,PENNAR INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
5284353,20642,JINDWORLD,JINDAL WORLDWIDE,0,,0,0.05,1,EQ,NSE,NSE
5298689,20698,SCHAND,S CHAND AND COMPANY,0,,0,0.01,1,EQ,NSE,NSE
5318657,20776,BHAGYANGR,BHAGYANAGAR INDIA,0,,0,0.01,1,EQ,NSE,NSE
5319169,20778,JAMNAAUTO,JAMNA AUTO IND,0,,0,0.01,1,EQ,NSE,NSE
5321729,20788,MOTISONS,MOTISONS JEWELLERS,0,,0,0.01,1,EQ,NSE,NSE
5330433,20822,SURAJEST,SURAJ ESTATE DEVELOPERS L,0,,0,0.05,1,EQ,NSE,NSE
5331201,20825,HUDCO,HSG & URBAN DEV CORPN,0,,0,0.01,1,EQ,NSE,NSE
5332481,20830,MOIL,MOIL,0,,0,0.05,1,EQ,NSE,NSE
5332737,20831,MUTHOOTMF,MUTHOOT MICROFIN,0,,0,0.01,1,EQ,NSE,NSE
5338113,20852,ZEELEARN,ZEE LEARN,0,,0,0.01,1,EQ,NSE,NSE
5338625,20854,HAPPYFORGE,HAPPY FORGINGS,0,,0,0.05,1,EQ,NSE,NSE
5343745,20874,RBZJEWEL,RBZ JEWELLERS,0,,0,0.01,1,EQ,NSE,NSE
5344513,20877,PSPPROJECT,PSP PROJECTS,0,,0,0.05,1,EQ,NSE,NSE
5344769,20878,MUFTI,CREDO BRANDS MARKETING L,0,,0,0.01,1,EQ,NSE,NSE
5351681,20905,AZAD,AZAD ENGINEERING,0,,0,0.05,1,EQ,NSE,NSE
5359617,20936,KIRLOSENG,KIRLOSKAR OIL ENG,0,,0,0.05,1,EQ,NSE,NSE
5364737,20956,SUNCLAY,SUNDARAM CLAYTON,0,,0,0.05,1,EQ,NSE,NSE
5376257,21001,PSB,PUNJAB & SIND BANK,0,,0,0.01,1,EQ,NSE,NSE
5391873,21062,INNOVACAP,INNOVA CAPTAB,0,,0,0.05,1,EQ,NSE,NSE
5395713,21077,SURANASOL,SURANA SOLAR,0,,0,0.01,1,EQ,NSE,NSE
5399297,21091,STARCEMENT,STAR CEMENT,0,,0,0.01,1,EQ,NSE,NSE
5404929,21113,BFINVEST,BF INVESTMENT,0,,0,0.05,1,EQ,NSE,NSE
5406465,21119,KICL,KALYANI INVEST CO,0,,0,0.05,1,EQ,NSE,NSE
5409537,21131,TEJASNET,TEJAS NETWORKS,0,,0,0.05,1,EQ,NSE,NSE
5415425,21154,ERIS,ERIS LIFESCIENCES,0,,0,0.05,1,EQ,NSE,NSE
5420545,21174,CDSL,CENTRAL DEPO SER (I),0,,0,0.05,1,EQ,NSE,NSE
5425921,21195,GTPL,GTPL HATHWAY,0,,0,0.01,1,EQ,NSE,NSE
5436929,21238,AUBANK,AU SMALL FINANCE BANK,0,,0,0.05,1,EQ,NSE,NSE
5439233,21247,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,0,,0,0.01,1,EQ,NSE,NSE
5446401,21275,SUMMITSEC,SUMMIT SECURITIES,0,,0,0.05,1,EQ,NSE,NSE
5456385,21314,DYNPRO,DYNEMIC PRODUCTS,0,,0,0.05,1,EQ,NSE,NSE
5461505,21334,JYOTICNC,JYOTI CNC AUTOMATION,0,,0,0.05,1,EQ,NSE,NSE
5462785,21339,STEELXIND,STEEL EXCHANGE INDIA,0,,0,0.01,1,EQ,NSE,NSE
5468673,21362,SALASAR,SALASAR TECHNO ENGG.,0,,0,0.01,1,EQ,NSE,NSE
5474049,21383,PALASHSECU,PALASH SECURITIES,0,,0,0.01,1,EQ,NSE,NSE
5476353,21392,MAGADSUGAR,MAGADH SUGAR & ENERGY,0,,0,0.05,1,EQ,NSE,NSE
5478145,21399,GANGESSECU,GANGES SECURITIES,0,,0,0.01,1,EQ,NSE,NSE
5478657,21401,TATAGOLD,TATAAML-TATAGOLD,0,,0,0.01,1,EQ,NSE,NSE
5479937,21406,AVADHSUGAR,AVADH SUG & ENERGY,0,,0,0.05,1,EQ,NSE,NSE
5485313,21427,THEINVEST,THE INVEST TRUST OF IND L,0,,0,0.01,1,EQ,NSE,NSE
5485569,21428,TATSILV,TATAAML-TATSILV,0,,0,0.01,1,EQ,NSE,NSE
5496065,21469,OPTIEMUS,OPTIEMUS INFRACOM,0,,0,0.05,1,EQ,NSE,NSE
5498369,21478,UTINEXT50,UTIAMC - UTINEXT50,0,,0,0.01,1,EQ,NSE,NSE
5499905,21484,STEL,STEL HOLDINGS,0,,0,0.05,1,EQ,NSE,NSE
5504257,21501,SIS,SIS,0,,0,0.05,1,EQ,NSE,NSE
5506049,21508,COCHINSHIP,COCHIN SHIPYARD,0,,0,0.05,1,EQ,NSE,NSE
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL,0,,0,0.01,1,EQ,NSE,NSE
5535489,21623,APEX,APEX FROZEN FOODS,0,,0,0.05,1,EQ,NSE,NSE
5549057,21676,HINDMOTORS,HINDUSTAN MOTORS,0,,0,0.01,1,EQ,NSE,NSE
5550849,21683,BRNL,BHARAT ROAD NETWORK,0,,0,0.01,1,EQ,NSE,NSE
5552641,21690,DIXON,DIXON TECHNO (INDIA),0,,0,0.05,1,EQ,NSE,NSE
5556225,21704,DCAL,DISHMAN CARBO AMCIS,0,,0,0.05,1,EQ,NSE,NSE
5556481,21705,MEDIASSIST,MEDI ASSIST HEALTH SER L,0,,0,0.05,1,EQ,NSE,NSE
5558529,21713,LASA,LASA SUPERGENERICS,0,,0,0.01,1,EQ,NSE,NSE
5561857,21726,MATRIMONY,MATRIMONY.COM,0,,0,0.05,1,EQ,NSE,NSE
5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,0,,0,0.05,1,EQ,NSE,NSE
5567745,21749,CAPACITE,CAPACITE INFRAPROJECT,0,,0,0.05,1,EQ,NSE,NSE
5568001,21750,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,0,,0,0.01,1,EQ,NSE,NSE
5573121,21770,ICICIGI,ICICI LOMBARD GIC,0,,0,0.05,1,EQ,NSE,NSE
5579265,21794,DAVANGERE,DAVANGERE SUGAR COMPANY L,0,,0,0.01,1,EQ,NSE,NSE
5582849,21808,SBILIFE,SBI LIFE INSURANCE CO,0,,0,0.05,1,EQ,NSE,NSE
5587969,21828,TEXRAIL,TEXMACO RAIL & ENG.,0,,0,0.01,1,EQ,NSE,NSE
5591041,21840,DIAMONDYD,PRATAAP SNACKS,0,,0,0.05,1,EQ,NSE,NSE
5619457,21951,HFCL,HFCL,0,,0,0.01,1,EQ,NSE,NSE
5620993,21957,INDTERRAIN,IND TERRAIN FASHIONS,0,,0,0.01,1,EQ,NSE,NSE
5691649,22233,DHUNINV,DHUNSERI INVESTMENTS,0,,0,0.05,1,EQ,NSE,NSE
5697281,22255,NDRAUTO,NDR AUTO COMPONENTS,0,,0,0.05,1,EQ,NSE,NSE
5702913,22277,WORTH,WORTH PERIPHERALS,0,,0,0.01,1,EQ,NSE,NSE
5720833,22347,MACPOWER,MACPOWER CNC MACHINES,0,,0,0.05,1,EQ,NSE,NSE
5728513,22377,MAXHEALTH,MAX HEALTHCARE INS,0,,0,0.05,1,EQ,NSE,NSE
5738241,22415,LOVABLE,LOVABLE LINGERIE,0,,0,0.01,1,EQ,NSE,NSE
5740289,22423,TOTAL,TOTAL TRANSPORT SYS,0,,0,0.01,1,EQ,NSE,NSE
5741569,22428,MAXIND,MAX INDIA,0,,0,0.05,1,EQ,NSE,NSE
5742849,22433,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,0,,0,0.01,1,EQ,NSE,NSE
5750529,22463,EPACK,EPACK DURABLE,0,,0,0.05,1,EQ,NSE,NSE
5754113,22477,NOVAAGRI,NOVA AGRITECH,0,,0,0.01,1,EQ,NSE,NSE
5776897,22566,BLSE,BLS E-SERVICES,0,,0,0.01,1,EQ,NSE,NSE
5783553,22592,HEALTHADD,DSPAMC - HEALTHADD,0,,0,0.01,1,EQ,NSE,NSE
5784321,22595,HDFCPSUBK,HDFCAMC HDFCPSUBK,0,,0,0.01,1,EQ,NSE,NSE
5786113,22602,PFS,PTC INDIA FIN SERV,0,,0,0.01,1,EQ,NSE,NSE
5798145,22649,PARKHOTELS,PARKHOTELS,0,,0,0.01,1,EQ,NSE,NSE
5801729,22663,JSFB,JANA SMALL FIN BANK,0,,0,0.05,1,EQ,NSE,NSE
5803521,22670,RPTECH,RASHI PERIPHERALS,0,,0,0.05,1,EQ,NSE,NSE
5804801,22675,CAPITALSFB,CAPITAL SMALL FIN BANK L,0,,0,0.05,1,EQ,NSE,NSE
5815553,22717,ENTERO,ENTERO HEALTHCARE SOLU L,0,,0,0.05,1,EQ,NSE,NSE
5816833,22722,LICNMID100,LICNAMC - LICNMID100,0,,0,0.01,1,EQ,NSE,NSE
5818881,22730,VSTL,VIBHOR STEEL TUBES,0,,0,0.01,1,EQ,NSE,NSE
5842945,22824,JUNIPER,JUNIPER HOTELS,0,,0,0.05,1,EQ,NSE,NSE
5844993,22832,SMALLCAP,MIRAEAMC - SMALLCAP,0,,0,0.01,1,EQ,NSE,NSE
5848577,22846,GPTHEALTH,GPT HEALTHCARE,0,,0,0.01,1,EQ,NSE,NSE
5862657,22901,GOLDCASE,ZERODHAAMC - GOLDCASE,0,,0,0.01,1,EQ,NSE,NSE
5870081,22930,PLATIND,PLATINUM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
5874433,22947,EXICOM,EXICOM TELE SYSTEMS,0,,0,0.01,1,EQ,NSE,NSE
5882881,22980,MUKKA,MUKKA PROTEINS,0,,0,0.01,1,EQ,NSE,NSE
5894913,23027,LANCORHOL,LANCOR HOLDINGS,0,,0,0.01,1,EQ,NSE,NSE
5899009,23043,RKSWAMY,R K SWAMY,0,,0,0.05,1,EQ,NSE,NSE
5902337,23056,JGCHEM,J.G.CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
5904897,23066,GOPAL,GOPAL SNACKS,0,,0,0.05,1,EQ,NSE,NSE
5920513,23127,SCILAL,SHIPPING CORP OF ILA,0,,0,0.01,1,EQ,NSE,NSE
5924353,23142,PVSL,POPULAR VEHICLES N SER L,0,,0,0.01,1,EQ,NSE,NSE
5932801,23175,KRYSTAL,KRYSTAL INTEGRATED SER L,0,,0,0.05,1,EQ,NSE,NSE
5934337,23181,MOSMALL250,MOTILALAMC - MOSMALL250,0,,0,0.01,1,EQ,NSE,NSE
5935105,23184,MOREALTY,MOTILALAMC - MOREALTY,0,,0,0.01,1,EQ,NSE,NSE
